ubigeo,departamento,provincia,distrito,IASE_base,IASE_alt,clase_base,clase_alt,rank_base,rank_alt,rank_change,clase_change
160701,LORETO,DATEM DEL MARAÃON,BARRANCA,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
060606,CAJAMARCA,CUTERVO,PIMPINGOS,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
160703,LORETO,DATEM DEL MARAÃON,MANSERICHE,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
220511,SAN MARTIN,LAMAS,ZAPATERO,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
200210,PIURA,AYABACA,SUYO,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
200607,PIURA,SULLANA,QUERECOTILLO,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
100901,HUANUCO,PUERTO INCA,PUERTO INCA,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
160706,LORETO,DATEM DEL MARAÃON,ANDOAS,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
160704,LORETO,DATEM DEL MARAÃON,MORONA,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
200301,PIURA,HUANCABAMBA,HUANCABAMBA,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
100801,HUANUCO,PACHITEA,PANAO,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
010705,AMAZONAS,UTCUBAMBA,JAMALCA,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
060407,CAJAMARCA,CHOTA,COCHABAMBA,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
200202,PIURA,AYABACA,FRIAS,0.047619047619047616,0.03571428571428571,Muy bajo,Muy bajo,1008,1012,-4,False
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,0.046228076752368404,0.034671057564276304,Muy bajo,Muy bajo,1026,1030,-4,False
150131,LIMA,LIMA,SAN ISIDRO,0.04595686561423938,0.03446764921067953,Muy bajo,Muy bajo,1027,1031,-4,False
020701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,0.04518752776990234,0.03389064582742676,Muy bajo,Muy bajo,1028,1032,-4,False
150204,LIMA,BARRANCA,SUPE,0.0450461471063555,0.03378461032976662,Muy bajo,Muy bajo,1029,1033,-4,False
140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,0.04474843536284707,0.0335613265221353,Muy bajo,Muy bajo,1030,1034,-4,False
021201,ANCASH,HUAYLAS,CARAZ,0.04460438214698537,0.03345328661023903,Muy bajo,Muy bajo,1031,1035,-4,False
150605,LIMA,HUARAL,CHANCAY,0.04454620782753792,0.03340965587065344,Muy bajo,Muy bajo,1032,1036,-4,False
022001,ANCASH,YUNGAY,YUNGAY,0.04447018562159181,0.03335263921619386,Muy bajo,Muy bajo,1033,1037,-4,False
160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,0.044029254181012945,0.03302194063575971,Muy bajo,Muy bajo,1034,1038,-4,False
220504,SAN MARTIN,LAMAS,CAYNARACHI,0.04258393259696049,0.03193794944772037,Muy bajo,Muy bajo,1035,1039,-4,False
200602,PIURA,SULLANA,BELLAVISTA,0.04254846174173224,0.03191134630629919,Muy bajo,Muy bajo,1036,1040,-4,False
220505,SAN MARTIN,LAMAS,CUÃUMBUQUI,0.04248807793596509,0.031866058451973815,Muy bajo,Muy bajo,1037,1041,-4,False
150811,LIMA,HUAURA,SAYAN,0.04246057181585337,0.03184542886189002,Muy bajo,Muy bajo,1038,1042,-4,False
190104,PASCO,PASCO,HUAYLLAY,0.042356381966945314,0.03176728647520899,Muy bajo,Muy bajo,1039,1043,-4,False
060304,CAJAMARCA,CELENDIN,HUASMIN,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
060605,CAJAMARCA,CUTERVO,LA RAMADA,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
060409,CAJAMARCA,CHOTA,HUAMBOS,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
021206,ANCASH,HUAYLAS,PAMPAROMAS,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
190303,PASCO,OXAPAMPA,HUANCABAMBA,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
100507,HUANUCO,HUAMALIES,MONZON,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
160705,LORETO,DATEM DEL MARAÃON,PASTAZA,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
220506,SAN MARTIN,LAMAS,PINTO RECODO,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
150119,LIMA,LIMA,LURIN,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
140205,LAMBAYEQUE,FERREÃAFE,PITIPO,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
010513,AMAZONAS,LUYA,OCUMAL,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
200109,PIURA,PIURA,LA ARENA,0.042328042328042326,0.031746031746031744,Muy bajo,Muy bajo,1040,1044,-4,False
200115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,0.04196063253703578,0.03147047440277684,Muy bajo,Muy bajo,1054,1058,-4,False
150136,LIMA,LIMA,SAN MIGUEL,0.041789443653858484,0.031342082740393865,Muy bajo,Muy bajo,1055,1059,-4,False
220801,SAN MARTIN,RIOJA,RIOJA,0.041702241711743825,0.03127668128380787,Muy bajo,Muy bajo,1056,1060,-4,False
040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,0.03992332638495814,0.05988498957743721,Muy bajo,Muy bajo,1057,933,124,False
020601,ANCASH,CARHUAZ,CARHUAZ,0.03965428604160722,0.029740714531205414,Muy bajo,Muy bajo,1058,1061,-3,False
150121,LIMA,LIMA,PUEBLO LIBRE,0.039175872716335464,0.0293819045372516,Muy bajo,Muy bajo,1059,1062,-3,False
021604,ANCASH,POMABAMBA,QUINUABAMBA,0.03914419900226742,0.029358149251700567,Muy bajo,Muy bajo,1060,1063,-3,False
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,0.03872241203297363,0.029041809024730223,Muy bajo,Muy bajo,1061,1064,-3,False
040410,AREQUIPA,CASTILLA,PAMPACOLCA,0.03818482673867936,0.057277240108019045,Muy bajo,Muy bajo,1062,937,125,False
060108,CAJAMARCA,CAJAMARCA,LOS BAÃOS DEL INCA,0.037828879888738204,0.028371659916553653,Muy bajo,Muy bajo,1063,1065,-2,False
131202,LA LIBERTAD,VIRU,CHAO,0.03782721285115568,0.028370409638366758,Muy bajo,Muy bajo,1064,1066,-2,False
150141,LIMA,LIMA,SURQUILLO,0.03737895173739649,0.028034213803047367,Muy bajo,Muy bajo,1065,1067,-2,False
220503,SAN MARTIN,LAMAS,BARRANQUITA,0.037185403381882094,0.027889052536411572,Muy bajo,Muy bajo,1066,1068,-2,False
220904,SAN MARTIN,SAN MARTIN,CHAZUTA,0.03714122688594508,0.027855920164458814,Muy bajo,Muy bajo,1067,1069,-2,False
200801,PIURA,SECHURA,SECHURA,0.037084547608139104,0.027813410706104328,Muy bajo,Muy bajo,1068,1070,-2,False
100313,HUANUCO,DOS DE MAYO,PACHAS,0.037052040375279795,0.027789030281459844,Muy bajo,Muy bajo,1069,1071,-2,False
130504,LA LIBERTAD,JULCAN,HUASO,0.037041204630993356,0.02778090347324502,Muy bajo,Muy bajo,1070,1072,-2,False
200403,PIURA,MORROPON,CHALACO,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
200405,PIURA,MORROPON,MORROPON,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
150107,LIMA,LIMA,CHACLACAYO,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
200302,PIURA,HUANCABAMBA,CANCHAQUE,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
060309,CAJAMARCA,CELENDIN,SOROCHUCO,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
060611,CAJAMARCA,CUTERVO,SANTA CRUZ,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
160402,LORETO,MARISCAL RAMON CASTILLA,PEBAS,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
100104,HUANUCO,HUANUCO,CHURUBAMBA,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
160106,LORETO,MAYNAS,MAZAN,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
010206,AMAZONAS,BAGUA,LA PECA,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
010509,AMAZONAS,LUYA,LUYA,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
061107,CAJAMARCA,SAN MIGUEL,LLAPA,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
200308,PIURA,HUANCABAMBA,SONDORILLO,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
140202,LAMBAYEQUE,FERREÃAFE,CAÃARIS,0.037037037037037035,0.027777777777777776,Muy bajo,Muy bajo,1071,1073,-2,False
020703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,0.03697486711957432,0.027731150339680738,Muy bajo,Muy bajo,1090,1092,-2,False
210404,PUNO,CHUCUITO,KELLUYO,0.036898563731348144,0.055347845597022216,Muy bajo,Muy bajo,1091,944,147,False
200501,PIURA,PAITA,PAITA,0.03607366131027646,0.02705524598270734,Muy bajo,Muy bajo,1092,1093,-1,False
220201,SAN MARTIN,BELLAVISTA,BELLAVISTA,0.035801934184324265,0.026851450638243197,Muy bajo,Muy bajo,1093,1094,-1,False
130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,0.034989253362841484,0.026241940022131115,Muy bajo,Muy bajo,1094,1095,-1,False
200110,PIURA,PIURA,LA UNION,0.03420491218026169,0.02565368413519627,Muy bajo,Muy bajo,1095,1096,-1,False
220501,SAN MARTIN,LAMAS,LAMAS,0.0336639584847311,0.02524796886354833,Muy bajo,Muy bajo,1096,1097,-1,False
021601,ANCASH,POMABAMBA,POMABAMBA,0.033538930666041446,0.025154197999531086,Muy bajo,Muy bajo,1097,1098,-1,False
130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,0.03347975083186167,0.025109813123896256,Muy bajo,Muy bajo,1098,1099,-1,False
221002,SAN MARTIN,TOCACHE,NUEVO PROGRESO,0.03334638782525937,0.025009790868944528,Muy bajo,Muy bajo,1099,1100,-1,False
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,0.03327188712186874,0.024953915341401556,Muy bajo,Muy bajo,1100,1101,-1,False
131101,LA LIBERTAD,GRAN CHIMU,CASCAS,0.03268874149895177,0.024516556124213825,Muy bajo,Muy bajo,1101,1102,-1,False
220803,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,0.032445354011902565,0.024334015508926925,Muy bajo,Muy bajo,1102,1103,-1,False
100605,HUANUCO,LEONCIO PRADO,LUYANDO,0.03231132948245005,0.024233497111837542,Muy bajo,Muy bajo,1103,1104,-1,False
130501,LA LIBERTAD,JULCAN,JULCAN,0.03212278223968325,0.024092086679762436,Muy bajo,Muy bajo,1104,1105,-1,False
061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,0.031912735504284626,0.023934551628213466,Muy bajo,Muy bajo,1105,1106,-1,False
220205,SAN MARTIN,BELLAVISTA,SAN PABLO,0.031894398090876803,0.023920798568157604,Muy bajo,Muy bajo,1106,1107,-1,False
190305,PASCO,OXAPAMPA,POZUZO,0.031881061790216575,0.02391079634266243,Muy bajo,Muy bajo,1107,1108,-1,False
060812,CAJAMARCA,JAEN,SANTA ROSA,0.03186439141439129,0.023898293560793465,Muy bajo,Muy bajo,1108,1109,-1,False
061201,CAJAMARCA,SAN PABLO,SAN PABLO,0.031833551219114506,0.02387516341433588,Muy bajo,Muy bajo,1109,1110,-1,False
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,0.031814380286915425,0.02386078521518657,Muy bajo,Muy bajo,1110,1111,-1,False
060809,CAJAMARCA,JAEN,SALLIQUE,0.03179354231713381,0.02384515673785036,Muy bajo,Muy bajo,1111,1112,-1,False
150806,LIMA,HUAURA,HUAURA,0.031781873054056116,0.023836404790542085,Muy bajo,Muy bajo,1112,1113,-1,False
190302,PASCO,OXAPAMPA,CHONTABAMBA,0.03177437138493473,0.02383077853870105,Muy bajo,Muy bajo,1113,1114,-1,False
150901,LIMA,OYON,OYON,0.031748532302405534,0.023811399226804152,Muy bajo,Muy bajo,1114,1115,-1,False
220304,SAN MARTIN,EL DORADO,SANTA ROSA,0.031747698783614275,0.023810774087710703,Muy bajo,Muy bajo,1115,1116,-1,False
061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,0.031747698783614275,0.023810774087710703,Muy bajo,Muy bajo,1115,1116,-1,False
220602,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,0.031747698783614275,0.023810774087710703,Muy bajo,Muy bajo,1115,1116,-1,False
160702,LORETO,DATEM DEL MARAÃON,CAHUAPANAS,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
010312,AMAZONAS,BONGARA,YAMBRASBAMBA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÃOS,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
060408,CAJAMARCA,CHOTA,CONCHAN,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
160305,LORETO,LORETO,URARINAS,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
100905,HUANUCO,PUERTO INCA,YUYAPICHIS,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
160603,LORETO,UCAYALI,PADRE MARQUEZ,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
100903,HUANUCO,PUERTO INCA,HONORIA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
200404,PIURA,MORROPON,LA MATANZA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
200305,PIURA,HUANCABAMBA,LALAQUIZ,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
200410,PIURA,MORROPON,YAMANGO,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
150606,LIMA,HUARAL,IHUARI,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
200603,PIURA,SULLANA,IGNACIO ESCUDERO,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
160501,LORETO,REQUENA,REQUENA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
060404,CAJAMARCA,CHOTA,CHIGUIRIP,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
131102,LA LIBERTAD,GRAN CHIMU,LUCMA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
240105,TUMBES,TUMBES,SAN JACINTO,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
010502,AMAZONAS,LUYA,CAMPORREDONDO,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
061303,CAJAMARCA,SANTA CRUZ,CATACHE,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
160601,LORETO,UCAYALI,CONTAMANA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
160403,LORETO,MARISCAL RAMON CASTILLA,YAVARI,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
010707,AMAZONAS,UTCUBAMBA,YAMON,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
190106,PASCO,PASCO,PALLANCHACRA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
190202,PASCO,DANIEL ALCIDES CARRION,CHACAYAN,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
220605,SAN MARTIN,MARISCAL CACERES,PAJARILLO,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
220202,SAN MARTIN,BELLAVISTA,ALTO BIAVO,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
130905,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
060412,CAJAMARCA,CHOTA,MIRACOSTA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
130902,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
022008,ANCASH,YUNGAY,YANAMA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
021207,ANCASH,HUAYLAS,PUEBLO LIBRE,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
100201,HUANUCO,AMBO,AMBO,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
150510,LIMA,CAÃETE,NUEVO IMPERIAL,0.031746031746031744,0.023809523809523808,Muy bajo,Muy bajo,1118,1119,-1,False
060402,CAJAMARCA,CHOTA,ANGUIA,0.03072430970388266,0.023043232277911992,Muy bajo,Muy bajo,1158,1159,-1,False
040602,AREQUIPA,CONDESUYOS,ANDARAY,0.030109441416549254,0.04516416212482388,Muy bajo,Muy bajo,1159,970,189,False
150102,LIMA,LIMA,ANCON,0.029950804265589305,0.022463103199191977,Muy bajo,Muy bajo,1160,1160,0,False
150201,LIMA,BARRANCA,BARRANCA,0.029672580985248054,0.02225443573893604,Muy bajo,Muy bajo,1161,1161,0,False
190101,PASCO,PASCO,CHAUPIMARCA,0.029569886177981477,0.022177414633486107,Muy bajo,Muy bajo,1162,1162,0,False
130107,LA LIBERTAD,TRUJILLO,MOCHE,0.029293991458072963,0.021970493593554723,Muy bajo,Muy bajo,1163,1163,0,False
150509,LIMA,CAÃETE,MALA,0.02903476711398974,0.021776075335492306,Muy bajo,Muy bajo,1164,1164,0,False
150105,LIMA,LIMA,BREÃA,0.02880756047585667,0.021605670356892502,Muy bajo,Muy bajo,1165,1165,0,False
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,0.028690523853197546,0.02151789288989816,Muy bajo,Muy bajo,1166,1166,0,False
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,0.02837211967493455,0.021279089756200912,Muy bajo,Muy bajo,1167,1167,0,False
020801,ANCASH,CASMA,CASMA,0.02822559236361307,0.021169194272709805,Muy bajo,Muy bajo,1168,1168,0,False
060301,CAJAMARCA,CELENDIN,CELENDIN,0.027972864173918907,0.02097964813043918,Muy bajo,Muy bajo,1169,1169,0,False
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,0.027857838580724423,0.020893378935543317,Muy bajo,Muy bajo,1170,1170,0,False
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,0.027660466623135815,0.02074534996735186,Muy bajo,Muy bajo,1171,1171,0,False
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,0.027577776266859585,0.02068333220014469,Muy bajo,Muy bajo,1172,1172,0,False
240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,0.02736606249387843,0.020524546870408823,Muy bajo,Muy bajo,1173,1173,0,False
021001,ANCASH,HUARI,HUARI,0.02735439323080073,0.020515794923100548,Muy bajo,Muy bajo,1174,1174,0,False
220301,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,0.02715684927727107,0.0203676369579533,Muy bajo,Muy bajo,1175,1175,0,False
220105,SAN MARTIN,MOYOBAMBA,SORITOR,0.026924297534508305,0.020193223150881227,Muy bajo,Muy bajo,1176,1176,0,False
060508,CAJAMARCA,CONTUMAZA,YONAN,0.02672258598702232,0.020041939490266742,Muy bajo,Muy bajo,1177,1177,0,False
150202,LIMA,BARRANCA,PARAMONGA,0.02670258153603198,0.020026936152023982,Muy bajo,Muy bajo,1178,1178,0,False
021014,ANCASH,HUARI,SAN MARCOS,0.026615062062949217,0.01996129654721191,Muy bajo,Muy bajo,1179,1179,0,False
220303,SAN MARTIN,EL DORADO,SAN MARTIN,0.026612561506575424,0.019959421129931567,Muy bajo,Muy bajo,1180,1180,0,False
240304,TUMBES,ZARUMILLA,PAPAYAL,0.026603392799871516,0.019952544599903636,Muy bajo,Muy bajo,1181,1181,0,False
220502,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,0.026580887792507377,0.019935665844380532,Muy bajo,Muy bajo,1182,1182,0,False
060807,CAJAMARCA,JAEN,POMAHUACA,0.026518373883162548,0.01988878041237191,Muy bajo,Muy bajo,1183,1183,0,False
060106,CAJAMARCA,CAJAMARCA,JESUS,0.026500869988545995,0.019875652491409497,Muy bajo,Muy bajo,1184,1184,0,False
220604,SAN MARTIN,MARISCAL CACERES,PACHIZA,0.026497535913380936,0.019873151935035704,Muy bajo,Muy bajo,1185,1185,0,False
220702,SAN MARTIN,PICOTA,BUENOS AIRES,0.02648086553755565,0.019860649153166737,Muy bajo,Muy bajo,1186,1186,0,False
220709,SAN MARTIN,PICOTA,TINGO DE PONASA,0.026472530349643007,0.019854397762232256,Muy bajo,Muy bajo,1187,1187,0,False
130502,LA LIBERTAD,JULCAN,CALAMARCA,0.026465028680521627,0.01984877151039122,Muy bajo,Muy bajo,1188,1188,0,False
060609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
160303,LORETO,LORETO,TIGRE,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
150505,LIMA,CAÃETE,CHILCA,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
130803,LA LIBERTAD,PATAZ,CHILLIA,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
160105,LORETO,MAYNAS,LAS AMAZONAS,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
100105,HUANUCO,HUANUCO,MARGOS,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
200805,PIURA,SECHURA,VICE,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
010602,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
160110,LORETO,MAYNAS,TORRES CAUSANA,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
101106,HUANUCO,YAROWILCA,OBAS,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
060603,CAJAMARCA,CUTERVO,CHOROS,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
010512,AMAZONAS,LUYA,OCALLI,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
190105,PASCO,PASCO,NINACACA,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
220507,SAN MARTIN,LAMAS,RUMISAPA,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
160104,LORETO,MAYNAS,INDIANA,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
100504,HUANUCO,HUAMALIES,JACAS GRANDE,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
150203,LIMA,BARRANCA,PATIVILCA,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
060310,CAJAMARCA,CELENDIN,SUCRE,0.026455026455026454,0.01984126984126984,Muy bajo,Muy bajo,1189,1189,0,False
