ubigeo,departamento,provincia,distrito,IASE_base,IASE_alt,clase_base,clase_alt,rank_base,rank_alt,rank_change,clase_change
040101,AREQUIPA,AREQUIPA,AREQUIPA,0.6952025659570813,0.7689943251260982,Alto,Alto,1,1,0,False
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,0.6733892449084316,0.71777320323988,Alto,Alto,2,2,0,False
120699,JUNIN,SATIPO,MAZAMARI - PANGOA,0.5252674900467651,0.6184702033322527,Medio,Alto,3,3,0,True
110101,ICA,ICA,ICA,0.4669244090483987,0.5904640704893018,Medio,Medio,4,4,0,False
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,0.4645518723292199,0.5893517522141649,Medio,Medio,5,6,-1,False
120302,JUNIN,CHANCHAMAYO,PERENE,0.46139327093956434,0.5800479631880909,Medio,Medio,6,7,-1,False
120114,JUNIN,HUANCAYO,EL TAMBO,0.45804321661317615,0.589849652877318,Medio,Medio,7,5,2,False
150101,LIMA,LIMA,LIMA,0.44394454485699786,0.3329584086427484,Medio,Bajo,8,844,-836,True
250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,0.43794821718401833,0.5616585998351009,Medio,Medio,9,10,-1,False
250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,0.43768515628867194,0.5648503024742384,Medio,Medio,10,9,1,False
120608,JUNIN,SATIPO,RIO TAMBO,0.4322722875883157,0.5372973202713625,Medio,Medio,11,21,-10,False
120101,JUNIN,HUANCAYO,HUANCAYO,0.4280552802277715,0.5605194450874609,Medio,Medio,12,11,1,False
040112,AREQUIPA,AREQUIPA,PAUCARPATA,0.42468524890251125,0.5667632910715107,Medio,Medio,13,8,5,False
030101,APURIMAC,ABANCAY,ABANCAY,0.41283340248649236,0.5468082909819577,Medio,Medio,14,13,1,False
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,0.41088666089859627,0.5384444872200514,Medio,Medio,15,18,-3,False
190307,PASCO,OXAPAMPA,VILLA RICA,0.41036842072570423,0.5510547187951347,Medio,Medio,16,12,4,False
210101,PUNO,PUNO,PUNO,0.41017108865756835,0.5295596288950057,Medio,Medio,17,26,-9,False
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,0.4025674602378308,0.5442586155326573,Medio,Medio,18,16,2,False
211101,PUNO,SAN ROMAN,JULIACA,0.40240121654792493,0.5345841568828344,Medio,Medio,19,24,-5,False
210102,PUNO,PUNO,ACORA,0.4012695240656644,0.5184578025892491,Medio,Medio,20,45,-25,False
050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,0.4003350441863225,0.5448254559002021,Medio,Medio,21,15,6,False
080108,CUSCO,CUSCO,WANCHAQ,0.3991218529671921,0.5465907127754767,Bajo,Medio,22,14,8,True
090117,HUANCAVELICA,HUANCAVELICA,YAULI,0.3984169364772744,0.5368331879714955,Bajo,Medio,23,22,1,True
110501,ICA,PISCO,PISCO,0.39745025792646616,0.5396084455865291,Bajo,Medio,24,17,7,True
230103,TACNA,TACNA,CALANA,0.3959191342088385,0.5376076889495148,Bajo,Medio,25,20,5,True
210501,PUNO,EL COLLAO,ILAVE,0.39434260456462716,0.5153612882861364,Bajo,Medio,26,51,-25,True
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,0.3925119636416502,0.5304786566512704,Bajo,Medio,27,25,2,True
080902,CUSCO,LA CONVENCION,ECHARATE,0.39156098394020467,0.5119446505134816,Bajo,Medio,28,58,-30,True
090203,HUANCAVELICA,ACOBAMBA,ANTA,0.390470793932641,0.5380871432799139,Bajo,Medio,29,19,10,True
050101,AYACUCHO,HUAMANGA,AYACUCHO,0.3902218574475199,0.5352250598212146,Bajo,Medio,30,23,7,True
230101,TACNA,TACNA,TACNA,0.38654971416346945,0.5267255543329888,Bajo,Medio,31,30,1,True
030104,APURIMAC,ABANCAY,CURAHUASI,0.3836882104990329,0.5199767601929938,Bajo,Medio,32,39,-7,True
120607,JUNIN,SATIPO,RIO NEGRO,0.38341890030887166,0.5235410488760059,Bajo,Medio,33,33,0,True
120504,JUNIN,JUNIN,ULCUMAYO,0.3833429914664155,0.5194589316440676,Bajo,Medio,34,42,-8,True
120701,JUNIN,TARMA,TARMA,0.3808634119741942,0.5220207020227926,Bajo,Medio,35,36,-1,True
090208,HUANCAVELICA,ACOBAMBA,ROSARIO,0.37873388046834766,0.528415780463608,Bajo,Medio,36,27,9,True
030204,APURIMAC,ANDAHUAYLAS,HUANCARAMA,0.3777278679174628,0.5269092621936545,Bajo,Medio,37,28,9,True
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,0.3776981369518764,0.5267783965503791,Bajo,Medio,38,29,9,True
030504,APURIMAC,COTABAMBAS,HAQUIRA,0.37729132125778,0.5183179342676223,Bajo,Medio,39,46,-7,True
030501,APURIMAC,COTABAMBAS,TAMBOBAMBA,0.37608928210112946,0.5153888710283905,Bajo,Medio,40,50,-10,True
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,0.37601891542125476,0.49149789978410197,Bajo,Medio,41,185,-144,True
080906,CUSCO,LA CONVENCION,QUELLOUNO,0.3757389471831833,0.5080528652192194,Bajo,Medio,42,66,-24,True
030703,APURIMAC,GRAU,GAMARRA,0.3754373648371873,0.5234735075732413,Bajo,Medio,43,34,9,True
211301,PUNO,YUNGUYO,YUNGUYO,0.372803498624191,0.5189700852951386,Bajo,Medio,44,43,1,True
030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,0.37276411699916717,0.5210794913758192,Bajo,Medio,45,37,8,True
040208,AREQUIPA,CAMANA,SAMUEL PASTOR,0.3721651762929986,0.5196907132733913,Bajo,Medio,46,41,5,True
120601,JUNIN,SATIPO,SATIPO,0.3698260320939999,0.5070404788601285,Bajo,Medio,47,71,-24,True
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,0.36933456360803424,0.5262240676342737,Bajo,Medio,48,31,17,True
040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,0.369326917958978,0.5238083142072871,Bajo,Medio,49,32,17,True
030107,APURIMAC,ABANCAY,PICHIRHUA,0.3693191633083763,0.5182644592482788,Bajo,Medio,50,47,3,True
030216,APURIMAC,ANDAHUAYLAS,TALAVERA,0.36834610465387835,0.5168048712665319,Bajo,Medio,51,48,3,True
090301,HUANCAVELICA,ANGARAES,LIRCAY,0.36828938322854377,0.5042849092725239,Bajo,Medio,52,85,-33,True
040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,0.3649499572390926,0.5225601772593744,Bajo,Medio,53,35,18,True
030215,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,0.36387524186776293,0.5140668310556127,Bajo,Medio,54,54,0,True
110201,ICA,CHINCHA,CHINCHA ALTA,0.3637705569408527,0.5189429076578698,Bajo,Medio,55,44,11,True
210608,PUNO,HUANCANE,VILQUE CHICO,0.363575555257762,0.5042829821911529,Bajo,Medio,56,86,-30,True
120709,JUNIN,TARMA,TAPO,0.3633822706957119,0.5133273742975362,Bajo,Medio,57,55,2,True
120124,JUNIN,HUANCAYO,PARIAHUANCA,0.36296501341337484,0.5087332344057766,Bajo,Medio,58,63,-5,True
050501,AYACUCHO,LA MAR,SAN MIGUEL,0.3629642772326891,0.5015450151286432,Bajo,Medio,59,104,-45,True
210503,PUNO,EL COLLAO,PILCUYO,0.3626062734220217,0.5121633783870008,Bajo,Medio,60,57,3,True
080106,CUSCO,CUSCO,SANTIAGO,0.3620549777061214,0.5076937493156272,Bajo,Medio,61,67,-6,True
050408,AYACUCHO,HUANTA,LLOCHEGUA,0.36164592074211843,0.502786341430638,Bajo,Medio,62,97,-35,True
090302,HUANCAVELICA,ANGARAES,ANCHONGA,0.36145561034099255,0.5141912150246583,Bajo,Medio,63,53,10,True
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,0.36112958547186463,0.4791962660286308,Bajo,Medio,64,340,-276,True
030506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,0.3610134801410599,0.5058059344973042,Bajo,Medio,65,78,-13,True
210601,PUNO,HUANCANE,HUANCANE,0.360535035104372,0.5047081823734557,Bajo,Medio,66,82,-16,True
040110,AREQUIPA,AREQUIPA,MIRAFLORES,0.36036015367916713,0.5202701152593754,Bajo,Medio,67,38,29,True
080101,CUSCO,CUSCO,CUSCO,0.35990809552157177,0.5042995083738683,Bajo,Medio,68,84,-16,True
110112,ICA,ICA,SUBTANJALLA,0.35978224611813286,0.5198320993359296,Bajo,Medio,69,40,29,True
250301,UCAYALI,PADRE ABAD,PADRE ABAD,0.3580913046306242,0.4815507695748018,Bajo,Medio,70,306,-236,True
030601,APURIMAC,CHINCHEROS,CHINCHEROS,0.3578783598388053,0.5085715327994373,Bajo,Medio,71,64,7,True
030608,APURIMAC,CHINCHEROS,RANRACANCHA,0.357482706783678,0.5124145363659932,Bajo,Medio,72,56,16,True
110107,ICA,ICA,PUEBLO NUEVO,0.3567363045444752,0.515263186975443,Bajo,Medio,73,52,21,True
120707,JUNIN,TARMA,PALCAMAYO,0.356595805815265,0.5071159309451198,Bajo,Medio,74,70,4,True
080907,CUSCO,LA CONVENCION,KIMBIRI,0.3565256886661415,0.4979840047059527,Bajo,Medio,75,133,-58,True
050114,AYACUCHO,HUAMANGA,VINCHOS,0.3564889490210674,0.4950508838490615,Bajo,Medio,76,154,-78,True
120402,JUNIN,JAUJA,ACOLLA,0.3563656721926159,0.5067707305111461,Bajo,Medio,77,73,4,True
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,0.3561768129785765,0.502272257779921,Bajo,Medio,78,99,-21,True
030207,APURIMAC,ANDAHUAYLAS,KISHUARA,0.35565364985040593,0.5057026969978311,Bajo,Medio,79,79,0,True
210210,PUNO,AZANGARO,SAMAN,0.3545747738713024,0.5040843830291758,Bajo,Medio,80,87,-7,True
040126,AREQUIPA,AREQUIPA,YANAHUARA,0.3544487035163198,0.5158186645773115,Bajo,Medio,81,49,32,True
050502,AYACUCHO,LA MAR,ANCO,0.3543306473906551,0.495781685371697,Bajo,Medio,82,148,-66,True
080901,CUSCO,LA CONVENCION,SANTA ANA,0.3535276337678973,0.49816507634308616,Bajo,Medio,83,131,-48,True
030505,APURIMAC,COTABAMBAS,MARA,0.3532102077401564,0.5020375338324568,Bajo,Medio,84,101,-17,True
110110,ICA,ICA,SAN JUAN BAUTISTA,0.35309117110465227,0.5097954868157086,Bajo,Medio,85,62,23,True
250104,UCAYALI,CORONEL PORTILLO,MASISEA,0.35306166171737513,0.4581451669746879,Bajo,Medio,86,506,-420,True
050401,AYACUCHO,HUANTA,HUANTA,0.35282271984035984,0.5005279704289913,Bajo,Medio,87,113,-26,True
030704,APURIMAC,GRAU,HUAYLLATI,0.3526471345915414,0.5051611780777883,Bajo,Medio,88,81,7,True
040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,0.352636960331993,0.5011776627202117,Bajo,Medio,89,106,-17,True
030218,APURIMAC,ANDAHUAYLAS,TURPO,0.35234296328781045,0.5047049211221919,Bajo,Medio,90,83,7,True
040108,AREQUIPA,AREQUIPA,LA JOYA,0.35229971986073144,0.5006718020133194,Bajo,Medio,91,111,-20,True
030209,APURIMAC,ANDAHUAYLAS,PACUCHA,0.35192605164756435,0.5040795536618228,Bajo,Medio,92,88,4,True
030213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,0.35191891901623,0.4961323467783133,Bajo,Medio,93,144,-51,True
030503,APURIMAC,COTABAMBAS,COYLLURQUI,0.35189578861774234,0.5000659051488358,Bajo,Medio,94,115,-21,True
030604,APURIMAC,CHINCHEROS,HUACCANA,0.3518408070376422,0.49998343277868557,Bajo,Medio,95,116,-21,True
040122,AREQUIPA,AREQUIPA,SOCABAYA,0.35158676328444594,0.5068906058454932,Bajo,Medio,96,72,24,True
080914,CUSCO,LA CONVENCION,MEGANTONI,0.3514519357388701,0.4636858401162417,Bajo,Medio,97,467,-370,True
030602,APURIMAC,CHINCHEROS,ANCO_HUALLO,0.35119489237309787,0.5066391243107463,Bajo,Medio,98,75,23,True
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,0.35109555806835996,0.4988111722236322,Bajo,Medio,99,124,-25,True
120119,JUNIN,HUANCAYO,HUANCAN,0.3510639788859109,0.510705448561234,Bajo,Medio,100,59,41,True
210112,PUNO,PUNO,PLATERIA,0.35102361313235764,0.4987576419207587,Bajo,Medio,101,125,-24,True
080910,CUSCO,LA CONVENCION,PICHARI,0.35083474763211386,0.4905378357338851,Bajo,Medio,102,196,-94,True
210106,PUNO,PUNO,CHUCUITO,0.3507776777530445,0.502356992820043,Bajo,Medio,103,98,5,True
030415,APURIMAC,AYMARAES,TINTAY,0.35043899075833346,0.50553890040269,Bajo,Medio,104,80,24,True
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,0.3500491689500721,0.5012642296155844,Bajo,Medio,105,105,0,True
110401,ICA,PALPA,PALPA,0.3499558181478747,0.5033283148588312,Bajo,Medio,106,94,12,True
030409,APURIMAC,AYMARAES,LUCRE,0.3496514114825582,0.5040105792921633,Bajo,Medio,107,89,18,True
030208,APURIMAC,ANDAHUAYLAS,PACOBAMBA,0.34963937583982035,0.4966812859819528,Bajo,Medio,108,139,-31,True
110504,ICA,PISCO,INDEPENDENCIA,0.34960339516106675,0.5005955689320764,Bajo,Medio,109,112,-3,True
120706,JUNIN,TARMA,PALCA,0.3494116346191977,0.4963396741510189,Bajo,Medio,110,142,-32,True
250304,UCAYALI,PADRE ABAD,NESHUYA,0.34936416933258446,0.49612781992507304,Bajo,Medio,111,145,-34,True
120602,JUNIN,SATIPO,COVIRIALI,0.3491634582176531,0.5039039174852099,Bajo,Medio,112,92,20,True
210901,PUNO,MOHO,MOHO,0.34913932017151544,0.49196294851124145,Bajo,Medio,113,180,-67,True
120904,JUNIN,CHUPACA,HUACHAC,0.3489878504797236,0.5076087598465695,Bajo,Medio,114,68,46,True
230102,TACNA,TACNA,ALTO DE LA ALIANZA,0.3488173406129203,0.5039797444981176,Bajo,Medio,115,91,24,True
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,0.3487065852291097,0.5031823499349747,Bajo,Medio,116,96,20,True
120211,JUNIN,CONCEPCION,MITO,0.34824016837839483,0.5104554906628304,Bajo,Medio,117,60,57,True
120202,JUNIN,CONCEPCION,ACO,0.3482371650847626,0.510450985722382,Bajo,Medio,118,61,57,True
110106,ICA,ICA,PARCONA,0.34790439557377356,0.5059835774876444,Bajo,Medio,119,77,42,True
120605,JUNIN,SATIPO,PAMPA HERMOSA,0.34775260290031623,0.4938511265726966,Bajo,Medio,120,163,-43,True
030605,APURIMAC,CHINCHEROS,OCOBAMBA,0.34766921611638774,0.5016625543333119,Bajo,Medio,121,103,18,True
040106,AREQUIPA,AREQUIPA,CHIGUATA,0.34714896852934746,0.5008821829527514,Bajo,Medio,122,108,14,True
120431,JUNIN,JAUJA,SINCOS,0.34706212548573007,0.5007519183873252,Bajo,Medio,123,109,14,True
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,0.3469768901034145,0.46820538390326977,Bajo,Medio,124,422,-298,True
090711,HUANCAVELICA,TAYACAJA,PAZOS,0.34690327995443404,0.49647850623912826,Bajo,Medio,125,140,-15,True
030410,APURIMAC,AYMARAES,POCOHUANCA,0.3468886560285569,0.5039929892670136,Bajo,Medio,126,90,36,True
070101,CALLAO,CALLAO,CALLAO,0.34680330130067694,0.26010247597550773,Bajo,Bajo,127,860,-733,False
110113,ICA,ICA,TATE,0.3467628703287743,0.5082395435883995,Bajo,Medio,128,65,63,True
090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,0.3464738503502188,0.4998695056840584,Bajo,Medio,129,118,11,True
040701,AREQUIPA,ISLAY,MOLLENDO,0.34633665433065075,0.4857148540656388,Bajo,Medio,130,256,-126,True
040202,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,0.34621375025314693,0.5074158634749585,Bajo,Medio,131,69,62,True
120609,JUNIN,SATIPO,VIZCATAN DEL ENE,0.3461500254374449,0.4993837683148975,Bajo,Medio,132,122,10,True
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,0.3459450612988292,0.49509056424410347,Bajo,Medio,133,153,-20,True
050106,AYACUCHO,HUAMANGA,OCROS,0.345812840594117,0.49490973708165176,Bajo,Medio,134,155,-21,True
120107,JUNIN,HUANCAYO,CHILCA,0.34578078697769543,0.5021986562029104,Bajo,Medio,135,100,35,True
030404,APURIMAC,AYMARAES,CHAPIMARCA,0.3457590648804431,0.49350352063911884,Bajo,Medio,136,167,-31,True
030610,APURIMAC,CHINCHEROS,EL PORVENIR,0.3457544629822353,0.506726932568591,Bajo,Medio,137,74,63,True
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,0.3456498799310608,0.49862854894257375,Bajo,Medio,138,127,11,True
120906,JUNIN,CHUPACA,SAN JUAN DE ISCOS,0.34548520238156116,0.5063230416675798,Bajo,Medio,139,76,63,True
250303,UCAYALI,PADRE ABAD,CURIMANA,0.3453125288026114,0.4901666350014948,Bajo,Medio,140,204,-64,True
170204,MADRE DE DIOS,MANU,HUEPETUHE,0.3452449747637691,0.49008968436787587,Bajo,Medio,141,206,-65,True
030106,APURIMAC,ABANCAY,LAMBRAMA,0.3450061645998304,0.48973146912196786,Bajo,Medio,142,208,-66,True
050112,AYACUCHO,HUAMANGA,SOCOS,0.3441659503527492,0.496407655687854,Bajo,Medio,143,141,2,True
120702,JUNIN,TARMA,ACOBAMBA,0.3440398554125965,0.49985731894363167,Bajo,Medio,144,119,25,True
230104,TACNA,TACNA,CIUDAD NUEVA,0.34373910179641204,0.49973113185099227,Bajo,Medio,145,121,24,True
050410,AYACUCHO,HUANTA,UCHURACCAY,0.3431579572406161,0.49092741205140034,Bajo,Medio,146,192,-46,True
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,0.34291311493312693,0.4905320173309614,Bajo,Medio,147,197,-50,True
040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,0.342823701150444,0.49836253585265017,Bajo,Medio,148,129,19,True
030416,APURIMAC,AYMARAES,TORAYA,0.3427041224359161,0.4944710918439623,Bajo,Medio,149,161,-12,True
250201,UCAYALI,ATALAYA,RAIMONDI,0.3426448541170471,0.45047459254441374,Bajo,Medio,150,556,-406,True
050116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,0.34256181184256346,0.5019217022426536,Bajo,Medio,151,102,49,True
030214,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,0.3419449342618149,0.4970443855197065,Bajo,Medio,152,138,14,True
110102,ICA,ICA,LA TINGUIÃA,0.3418794040359541,0.5009143441491694,Bajo,Medio,153,107,46,True
210607,PUNO,HUANCANE,TARACO,0.3416898761047294,0.4926935443158243,Bajo,Medio,154,173,-19,True
110103,ICA,ICA,LOS AQUIJES,0.3415674166605812,0.5004463630861099,Bajo,Medio,155,114,41,True
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,0.3412199721999836,0.48405218052219773,Bajo,Medio,156,276,-120,True
210105,PUNO,PUNO,CAPACHICA,0.341198302780969,0.49195618433018373,Bajo,Medio,157,181,-24,True
080105,CUSCO,CUSCO,SAN SEBASTIAN,0.34116569989731055,0.49189852805738776,Bajo,Medio,158,182,-24,True
210303,PUNO,CARABAYA,AYAPATA,0.34113502539112206,0.47994212814150206,Bajo,Medio,159,324,-165,True
030212,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,0.34110915825573396,0.49579072151058506,Bajo,Medio,160,147,13,True
120205,JUNIN,CONCEPCION,COCHAS,0.3410452601809698,0.49569487439843885,Bajo,Medio,161,149,12,True
210805,PUNO,MELGAR,MACARI,0.34095288510999555,0.4836515498872156,Bajo,Medio,162,280,-118,True
110204,ICA,CHINCHA,CHINCHA BAJA,0.3408029895615837,0.4953314684693597,Bajo,Medio,163,151,12,True
090114,HUANCAVELICA,HUANCAVELICA,PALCA,0.3407945223388703,0.49135051366703564,Bajo,Medio,164,189,-25,True
081104,CUSCO,PAUCARTAMBO,COLQUEPATA,0.3407723058229218,0.48734893492485887,Bajo,Medio,165,242,-77,True
030710,APURIMAC,GRAU,SANTA ROSA,0.34075899637784407,0.5032019866302582,Bajo,Medio,166,95,71,True
120210,JUNIN,CONCEPCION,MATAHUASI,0.3405048267606026,0.4988524782361421,Bajo,Medio,167,123,44,True
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,0.34024056455109225,0.48655132301711457,Bajo,Medio,168,249,-81,True
050507,AYACUCHO,LA MAR,SANTA ROSA,0.34023595488951813,0.4905126624930074,Bajo,Medio,169,198,-29,True
180103,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,0.3401913713661265,0.4983822951444279,Bajo,Medio,170,128,42,True
211105,PUNO,SAN ROMAN,SAN MIGUEL,0.3401566033093738,0.4903936351227909,Bajo,Medio,171,199,-28,True
080408,CUSCO,CALCA,YANATILE,0.34000104502935063,0.47426540196146955,Bajo,Medio,172,381,-209,True
030609,APURIMAC,CHINCHEROS,ROCCHACC,0.33980262683156853,0.4977991783425909,Bajo,Medio,173,135,38,True
050201,AYACUCHO,CANGALLO,CANGALLO,0.33953143822885457,0.489098933079653,Bajo,Medio,174,216,-42,True
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,0.33935490221221243,0.49314933521980764,Bajo,Medio,175,170,5,True
210206,PUNO,AZANGARO,CHUPA,0.3393068627202035,0.4891190242390354,Bajo,Medio,176,215,-39,True
030205,APURIMAC,ANDAHUAYLAS,HUANCARAY,0.339035494560021,0.49268022596701566,Bajo,Medio,177,174,3,True
030413,APURIMAC,AYMARAES,SORAYA,0.33903323971550237,0.4987348086609335,Bajo,Medio,178,126,52,True
110506,ICA,PISCO,SAN ANDRES,0.3388537560570131,0.48657619175186234,Bajo,Medio,179,248,-69,True
120425,JUNIN,JAUJA,PARCO,0.3387024162386662,0.49614886245323747,Bajo,Medio,180,143,37,True
120121,JUNIN,HUANCAYO,HUAYUCACHI,0.3385879261186361,0.49994538124144616,Bajo,Medio,181,117,64,True
120434,JUNIN,JAUJA,YAUYOS,0.3385022563221898,0.49981687654677676,Bajo,Medio,182,120,62,True
090111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,0.33840611875063326,0.5036409241576959,Bajo,Medio,183,93,90,True
050508,AYACUCHO,LA MAR,TAMBO,0.338173717601703,0.4834510525930308,Bajo,Medio,184,283,-99,True
050701,AYACUCHO,PARINACOCHAS,CORACORA,0.3381019541995759,0.4708378869162744,Bajo,Medio,185,406,-221,True
211209,PUNO,SANDIA,ALTO INAMBARI,0.3379800565143471,0.47919230699374293,Bajo,Medio,186,341,-155,True
090502,HUANCAVELICA,CHURCAMPA,ANCO,0.33775589073795986,0.4907439414784009,Bajo,Medio,187,195,-8,True
120135,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,0.33749397355568794,0.4784631825557542,Bajo,Medio,188,345,-157,True
120116,JUNIN,HUANCAYO,HUACRAPUQUIO,0.3373253113253013,0.498051459051444,Bajo,Medio,189,132,57,True
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,0.33718802740234355,0.4978455331670074,Bajo,Medio,190,134,56,True
120305,JUNIN,CHANCHAMAYO,SAN RAMON,0.33709105763200164,0.4803398567351652,Bajo,Medio,191,321,-130,True
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,0.33704239133608727,0.49365882509936904,Bajo,Medio,192,164,28,True
120206,JUNIN,CONCEPCION,COMAS,0.33694962999386796,0.48161492118127813,Bajo,Medio,193,305,-112,True
120424,JUNIN,JAUJA,PANCAN,0.3369073376465299,0.49742449853328696,Bajo,Medio,194,137,57,True
090306,HUANCAVELICA,ANGARAES,CONGALLA,0.3367804679946834,0.48530005061336323,Bajo,Medio,195,260,-65,True
050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,0.33675356998387157,0.49322559307104546,Bajo,Medio,196,169,27,True
120603,JUNIN,SATIPO,LLAYLLA,0.3364779138121669,0.4888419794279542,Bajo,Medio,197,222,-25,True
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,0.33647118227354805,0.4888318821200259,Bajo,Medio,198,223,-25,True
090701,HUANCAVELICA,TAYACAJA,PAMPAS,0.3364659486936628,0.4917251732859358,Bajo,Medio,199,183,16,True
120136,JUNIN,HUANCAYO,VIQUES,0.336450792983359,0.5007079355067846,Bajo,Medio,200,110,90,True
051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,0.33642073506364645,0.4927263406907078,Bajo,Medio,201,172,29,True
120704,JUNIN,TARMA,HUASAHUASI,0.3363689370593258,0.4806288561862704,Bajo,Medio,202,316,-114,True
080405,CUSCO,CALCA,PISAC,0.33630690459898477,0.488585465608181,Bajo,Medio,203,225,-22,True
230206,TACNA,CANDARAVE,QUILAHUANI,0.33630384771234473,0.4925510096637552,Bajo,Medio,204,176,28,True
080903,CUSCO,LA CONVENCION,HUAYOPATA,0.3362417305813603,0.48452132603077064,Bajo,Medio,205,271,-66,True
090207,HUANCAVELICA,ACOBAMBA,POMACOCHA,0.336106099716588,0.4922525122528398,Bajo,Medio,206,178,28,True
051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,0.33609698594760845,0.49224071701665084,Bajo,Medio,207,179,28,True
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,0.33603057204125325,0.48817284218886403,Bajo,Medio,208,229,-21,True
030105,APURIMAC,ABANCAY,HUANIPACA,0.33571270678504556,0.4797595363680446,Bajo,Medio,209,329,-120,True
120401,JUNIN,JAUJA,JAUJA,0.33566111262052284,0.49611078065139613,Bajo,Medio,210,146,64,True
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,0.3355100897947117,0.49532862675555966,Bajo,Medio,211,152,59,True
030606,APURIMAC,CHINCHEROS,ONGOY,0.3355083293014837,0.49135773204746375,Bajo,Medio,212,188,24,True
120306,JUNIN,CHANCHAMAYO,VITOC,0.33536481057124584,0.4911424539521069,Bajo,Medio,213,191,22,True
051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,0.33534311560360314,0.48317340356413485,Bajo,Medio,214,288,-74,True
120106,JUNIN,HUANCAYO,CHICCHE,0.33511253773051103,0.49076404469100465,Bajo,Medio,215,194,21,True
040117,AREQUIPA,AREQUIPA,SACHACA,0.3350675723699652,0.4946648506184399,Bajo,Medio,216,157,59,True
050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,0.3350096658023215,0.48664148283046643,Bajo,Medio,217,247,-30,True
120125,JUNIN,HUANCAYO,PILCOMAYO,0.3349673787788827,0.49451456023181617,Bajo,Medio,218,159,59,True
120429,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,0.33487606867537123,0.4983458490448029,Bajo,Medio,219,130,89,True
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,0.3348428564103668,0.47550522556618163,Bajo,Medio,220,372,-152,True
050403,AYACUCHO,HUANTA,HUAMANGUILLA,0.3348342175413657,0.4903465644072867,Bajo,Medio,221,201,20,True
120113,JUNIN,HUANCAYO,CULLHUAS,0.3346812086143674,0.49011705101678926,Bajo,Medio,222,205,17,True
050108,AYACUCHO,HUAMANGA,QUINUA,0.3345117430243308,0.4898628526317343,Bajo,Medio,223,207,16,True
050407,AYACUCHO,HUANTA,SIVIA,0.3344447392473148,0.47353050125355517,Bajo,Medio,224,386,-162,True
211306,PUNO,YUNGUYO,TINICACHI,0.334371711710041,0.4975893135968075,Bajo,Medio,225,136,89,True
120213,JUNIN,CONCEPCION,ORCOTUNA,0.3343621096262985,0.4936066565029398,Bajo,Medio,226,165,61,True
