id_ipress,total_emergencias,ubigeo,departamento
31179,2327.0,210301,PUNO
31235,78.0,200401,PIURA
31239,2.0,160210,LORETO
31294,4652.0,150111,LIMA
31671,240.0,160210,LORETO
31672,760.0,160201,LORETO
31694,8.0,090724,HUANCAVELICA
31850,19.0,010701,AMAZONAS
31879,286.0,250201,UCAYALI
31880,22.0,250301,UCAYALI
31881,38.0,250102,UCAYALI
32053,500.0,130101,LA LIBERTAD
32081,1704.0,080108,CUSCO
32158,1.0,070106,CALLAO
32194,1503.0,250105,UCAYALI
32247,32.0,250101,UCAYALI
32291,2.0,160206,LORETO
32314,14.0,020202,ANCASH
32365,106.0,150805,LIMA
32461,7.0,240102,TUMBES
32464,13.0,160201,LORETO
32465,2.0,160210,LORETO
32596,205.0,210101,PUNO
32601,1070.0,060401,CAJAMARCA
32615,78.0,220901,SAN MARTIN
32667,19.0,200104,PIURA
32672,35.0,200101,PIURA
32674,6415.0,030401,APURIMAC
32702,47.0,250302,UCAYALI
32739,2766.0,250107,UCAYALI
32741,825.0,110201,ICA
33027,137.0,220801,SAN MARTIN
33149,96.0,120301,JUNIN
33263,4.0,150116,LIMA
33334,179.0,010201,AMAZONAS
33381,34955.0,150103,LIMA
33384,67.0,160206,LORETO
33385,63.0,160206,LORETO
33456,32.0,060801,CAJAMARCA
33671,95.0,060601,CAJAMARCA
33999,2.0,150103,LIMA
34014,34.0,080801,CUSCO
34019,1190.0,150117,LIMA
34033,18.0,110210,ICA
34036,2100.0,110201,ICA
34097,20.0,220104,SAN MARTIN
34223,532.0,220901,SAN MARTIN
34252,2347.0,120401,JUNIN
34351,11538.0,030401,APURIMAC
34355,19646.0,150114,LIMA
34471,364.0,060101,CAJAMARCA
34726,549.0,200104,PIURA
34737,3010.0,040701,AREQUIPA
34853,4687.0,130704,LA LIBERTAD
34984,343.0,220901,SAN MARTIN
34990,1053.0,030410,APURIMAC
35125,6698.0,050116,AYACUCHO
35157,291.0,211001,PUNO
35159,102.0,210101,PUNO
35257,443.0,030409,APURIMAC
35260,474.0,100101,HUANUCO
35288,1482.0,210801,PUNO
35585,1.0,120302,JUNIN
35728,12.0,220402,SAN MARTIN
35735,292.0,150136,LIMA
35739,2.0,250201,UCAYALI
35955,2137.0,150101,LIMA
36034,4882.0,150514,LIMA
36405,735.0,200104,PIURA
36591,11.0,060801,CAJAMARCA
36594,865.0,050115,AYACUCHO
36660,2.0,080910,CUSCO
36675,1938.0,150115,LIMA
36760,2656.0,220901,SAN MARTIN
36790,396.0,030404,APURIMAC
36943,23.0,210101,PUNO
36980,87.0,211101,PUNO
37100,7.0,090301,HUANCAVELICA
37376,2211.0,050101,AYACUCHO
37540,1426.0,150507,LIMA
37579,40.0,120107,JUNIN
37919,2439.0,150142,LIMA
